,AA0Ab,ACC3a,AC83a,AC83b,A80Aa,A80Ab,A80Ac,A82Aa,A82Ab,A82Ac,A9A3a,A9A3b,A9C3a,A9C3b,B0CBa,B083b,B083c,B083d,B10Aa,B10Ab,B12Aa,B12Ab,B12Ad,B18Ab,B18Ac,B203a,B203b,B22Aa,B22Ab,B2AAa,B2AAa_v1,B3CAa,B3CAc,B383a,B383c,BA0Aa,BA0Ab,BA0Ac,BA23b,BA23c,BAAAa,BAAAb,BAC3b,BAC3c,BA8Aa,BA8Ac,BB0Aa,BB0Ac,BB2Ae,BB2Af,BBAAa,BCCAa,BC8Aa,BC8Ab,B703a,B703b,B703c,B723a,B723b,B723c,B783b,B80Aa,B80Ad,B80Ae,B9A3a,B9CAa,B9CAc,B98Aa,C0CAa,C08Bc,C103a,C20Aa,C22Aa,C22Ab,C22Ac,C3ACa,C38Ca,C38Cb
ID_337,0.044398417,0.010223035,0.283712355,1.403528407,0.006919973,0.011004017,0.033805722,0.216155696,0.538177055,0.093028051,0.254643725,2.595435227,7.456940712,26.48954699,0.010845405,0.009016606,0.19152328,0.060996434,1.093725359,0.048420923,0.187508953,0.645966901,0.192010049,0.181917936,1.404075842,7.590992455,14.99429683,2.261106171,10.06482463,1.728454356,12.41157094,0.050211389,0.054421535,0.045414395,0.088982247,0.017264103,0.10670084,0.024566353,0.148596545,0.518904896,2.555484861,3.744857589,0.667182842,1.726747281,0.281017951,0.225733563,0.059603367,0.298694363,0.028814713,0.243470069,0.06295425,0.023892086,0.389569634,0.884346263,0.021752098,0.134640866,0.298075068,0.249278454,0.104503992,0.07740849,0.025618735,0.081641337,0.017935418,0.072210745,0.14818916,0.029724589,0.038046804,0.004221919,0.034165763,0.358019398,0.055747236,0.107656986,0.096733255,0.083790991,0.043069033,0.02240645,0.047802312,0.037781608
ID_338,0.042658033,0.030425072,0.389723582,2.116436265,0.009574578,0.019210871,0.10015953,0.39304702,1.05021024,0.226704132,0.660120125,4.961492186,12.30828787,30.27658177,0.023979803,0.035053564,0.392481881,0.212717096,2.394783041,0.140455425,0.359606384,1.381583685,0.37207623,0.283717282,2.59132069,12.77858303,29.00715806,4.406988563,23.02485473,5.07075118,30.52687583,0.090782832,0.138583074,0.120526545,0.208409837,0.050703932,0.293381416,0.062215001,0.287949103,1.420606205,5.059640177,10.74330356,0.836309473,2.467018284,0.266976444,0.483414363,0.062106224,0.552616933,0.04330627,0.481012377,0.033062265,0.012284439,0.826647052,2.546358837,0.023809214,0.395111215,0.764187173,0.217311576,0.157108346,0.140199556,0.088863234,0.092936683,0.01168265,0.114577323,0.077641116,0.043762371,0.044913074,0.002804057,0.043963189,0.311669318,0.036977654,0.088780047,0.078336417,0.085032554,0.077827406,0.017490662,0.029411857,0.031404787
ID_339,0.040659317,0.012643794,0.267983363,1.53026559,0.005645912,0.011081222,0.045475784,0.214348459,0.569209075,0.149753679,0.431759335,3.12253667,9.799457899,29.19657655,0.011548733,0.013493028,0.166076697,0.117346011,1.422145616,0.069323712,0.171346186,0.616995442,0.163860335,0.166929626,0.721227393,9.411669871,14.22727346,3.016242581,8.882615269,2.755725226,20.52933825,0.030820322,0.064096692,0.022504895,0.093165872,0.012334698,0.114544587,0.042346168,0.270403442,0.280926809,4.281406625,5.290143632,1.555942817,1.599150725,0.313301314,0.208565033,0.053455746,0.286813995,0.030311539,0.203556311,0.06854101,0.028597236,1.773854106,1.429049268,0.026355624,0.38993927,0.654778745,0.204385601,0.154752359,0.052595638,0.027008088,0.087567094,0.014021029,0.069893937,0.173393122,0.032668158,0.067735396,0.005232733,0.041862621,0.260775356,0.0533324,0.13786712,0.121711565,0.141060003,0.043284117,0.031882784,0.0449267,0.044170231
ID_340,0.050699131,0.029968817,0.696242864,2.247349203,0.011254221,0.021529692,0.060359796,0.322266325,0.754577608,0.18141568,0.523012758,2.912571025,9.039829679,27.0928873,0.012966613,0.010340398,0.272140838,0.133210768,1.906316136,0.1183231,0.322086862,1.133886289,0.194648823,0.217660386,1.494036856,9.895767294,19.60840633,3.812339449,14.86101781,3.791565241,24.37642606,0.089849496,0.117402657,0.077532063,0.201762163,0.03777152,0.255219236,0.035465158,0.296131521,0.853984786,3.409566789,6.616956782,0.776374529,2.106245472,0.415972591,0.334563985,0.129312692,0.449561637,0.04510108,0.432398181,0.066806865,0.039372095,0.58558408,1.066442741,0.018704141,0.323313783,0.75523611,0.396423563,0.116943311,0.145780753,0.049913213,0.077925465,0.016969739,0.111789256,0.144347063,0.050112399,0.042241034,0.006928694,0.039114722,0.360676463,0.046448118,0.101976249,0.07287221,0.116010249,0.057771692,0.029625853,0.047061774,0.035061405
ID_341,0.088108317,0.024208845,0.591363829,2.292079954,0.006499239,0.019548336,0.051661579,0.352146643,0.905577447,0.216634824,0.58795678,4.532132308,11.71244284,37.68814541,0.019776966,0.020059054,0.320246514,0.177247008,2.193363412,0.155639378,0.338330756,1.291835764,0.320843819,0.18774049,1.755078564,10.35717311,24.83719378,4.16471274,20.7473769,4.788528891,29.01259328,0.074659036,0.102735328,0.10074922,0.159039096,0.040120273,0.267298535,0.05377636,0.239166459,0.800897192,5.135916766,8.542628155,1.121968187,2.316600195,0.546254651,0.330737661,0.133679652,0.46270906,0.042349677,0.33388923,0.09011714,0.022471162,0.858699019,1.310861117,0.035058223,0.310496588,0.690132658,0.535690263,0.199623633,0.141609978,0.032166391,0.124124543,0.025033053,0.07030807,0.2309274,0.066797988,0.051901284,0.005907409,0.092838717,0.198165173,0.072833671,0.190576706,0.122358676,0.177837308,0.046093595,0.04712868,0.073322691,0.060473871
ID_342,0.0205009,0.009703674,0.159726874,1.15230131,0.00289795,0.014635911,0.213045331,0.257007823,0.975842178,0.229212136,0.187245923,3.98926407,10.7030336,29.81156483,0.013821227,0.026932935,0.319943497,0.198085822,2.154982973,0.117760825,0.121920429,0.642474706,0.308295827,0.143575947,1.465945421,8.380197838,37.51173532,3.767581541,24.38310429,4.88459795,32.6563689,0.049026237,0.097936921,0.047790817,0.143214675,0.01348841,0.10928566,0.077049251,0.157635737,1.423970325,1.851880391,9.823993023,0.57862177,2.013542403,0.467194259,0.376597471,0.104527937,0.479541305,0.047783246,0.443688467,0.013995825,0.054901548,0.498530624,2.813968309,0.004937972,0.200114364,0.653505529,0.419188628,0.037643667,0.139971239,0.131468369,0.06212589,0.016445852,0.130029791,0.130888704,0.055482142,0.041112294,0.007380745,0.032234802,0.420905059,0.058558757,0.105266104,0.042525463,0.116173474,0.083766573,0.038248413,0.053385096,0.046501464
ID_343,0.052994599,0.02884754,0.375468398,2.478143178,0.012986699,0.035946068,0.170027337,0.762023894,2.020577045,0.228261316,0.881105335,9.13377892,17.1044411,34.21964965,0.031400041,0.060096537,0.619044853,0.222164967,2.993064985,0.133121547,0.546209598,1.819881116,0.42295027,0.146739727,2.055920388,12.42291626,34.26868287,6.941845642,29.26386709,6.27737426,27.24574258,0.105642451,0.162908811,0.136878714,0.267829263,0.054847389,0.250445288,0.07312021,0.319878832,1.425859435,4.958127697,12.45979639,1.003767011,4.657418493,0.417466788,0.548582681,0.102744591,0.571296132,0.062944732,0.622155133,0.137968312,0.075504664,1.156830682,5.987300727,0.033631558,0.416240557,1.126260833,0.362762802,0.130999166,0.240040228,0.124419408,0.153840846,0.020636576,0.177799973,0.181910874,0.075085042,0.079199758,0.011066664,0.048922119,0.646280827,0.06953637,0.141687812,0.094279851,0.113295615,0.079496534,0.04471437,0.056122587,0.061102741
ID_344,0.036910088,0.042757821,0.325747787,2.305411401,0.008404057,0.020825261,0.103157872,0.466161479,0.970289944,0.185767444,0.513492514,4.151011801,12.18846871,20.78490825,0.017249474,0.033389059,0.324104829,0.139181281,2.122083932,0.078117941,0.630361817,1.805661646,0.274899256,0.103121339,1.367135173,9.552458889,17.11942052,2.873044575,14.70459155,3.999522421,18.0066049,0.11722295,0.096226144,0.127168596,0.179568089,0.054197675,0.287060299,0.04556779,0.152907576,0.488551689,2.87920974,6.798327432,0.720984665,2.22067446,0.27395262,0.470060527,0.080902823,0.390701038,0.043430906,0.331272411,0.129418581,0.033012686,0.394447276,1.335367705,0.057832281,0.170084107,0.267529769,0.223460465,0.089003518,0.129111349,0.069922692,0.099323717,0.02254636,0.111320147,0.224192124,0.033084126,0.029089038,0.012715426,0.040991426,0.288983615,0.053865072,0.101539711,0.074741246,0.106791002,0.044777349,0.015765937,0.038531508,0.037069611
ID_345,0.090973331,0.054821411,0.446465547,2.505032193,0.011987439,0.026335727,0.126960388,0.73896947,1.734006594,0.225163776,0.797621009,10.0801566,20.97403218,32.62532265,0.019709708,0.081721316,0.503091211,0.153788027,2.674844626,0.129206133,0.766765185,2.184140551,0.237607676,0.13889007,1.391458621,11.49613571,26.16034515,5.440373069,24.10445269,5.093904506,29.86403796,0.05598468,0.135016549,0.08227019,0.236952512,0.025309267,0.196506798,0.051270337,0.313284999,0.743990974,5.073874463,12.02991478,1.818917101,3.319880416,0.507161897,0.500520874,0.108228751,0.424547648,0.063523803,0.514169219,0.2152998,0.292168181,1.248964293,2.425866608,0.034633518,0.463624595,0.895164413,0.38337041,0.130951874,0.294492296,0.055178576,0.31626647,0.043988189,0.163003985,0.353048218,0.096092312,0.071753206,0.016714995,0.103521039,0.56579126,0.079652098,0.252429535,0.188442641,0.289319942,0.152799559,0.068052679,0.07922963,0.061058495
ID_346,0.066383867,0.027793399,0.226541612,1.729528523,0.003669976,0.010137472,0.250094918,0.255577857,0.974040274,0.318814451,0.660078957,5.133523909,14.44557727,40.15449458,0.021232361,0.040051371,0.426777264,0.275822408,2.963841328,0.220161155,0.150073273,0.742957891,0.445899069,0.101251443,1.321833829,9.803469214,34.99858302,6.041156548,32.65399077,7.335138568,37.52424471,0.050265169,0.189561433,0.073509405,0.303146593,0.022594422,0.142977111,0.109023553,0.141901206,0.677399104,3.495197041,9.844357776,0.957569333,3.652653199,0.315670513,0.577024902,0.105796841,0.740761748,0.071277796,0.569033162,0.021933934,0.025736685,0.564069771,1.854887861,0.045812285,0.161065191,0.847429457,0.285518337,0.128420949,0.286885777,0.094265845,0.127374705,0.026639098,0.200910751,0.155750111,0.030931929,0.134114088,0.013711764,0.033335192,0.592021055,0.067491614,0.105886558,0.090675922,0.244400598,0.230953774,0.020065481,0.053195118,0.060950489
ID_347,0.025371533,0.028362917,0.322455348,1.900147761,0.005324007,0.020213787,0.213154658,0.547962276,1.308650623,0.34194075,0.620210356,5.449634572,18.19365609,30.44005309,0.021048671,0.031835862,0.446392488,0.220438207,3.87831143,0.149817007,0.454256648,1.278864905,0.504784156,0.184842811,1.630459197,8.652817675,26.23421592,4.591462444,23.81188297,7.737901592,37.23841391,0.047546315,0.141086147,0.095719303,0.399985174,0.040956965,0.254057521,0.080569828,0.247105016,1.431101663,2.148782435,10.23311885,0.804649729,2.754118926,0.270217425,0.353028688,0.120107865,0.597350397,0.061512524,0.596568215,0.024371662,0.023401207,0.523413928,2.742441502,0.020402975,0.172793969,0.661798919,0.374954794,0.104195408,0.064266743,0.095068875,0.190793584,0.038112337,0.135051762,0.261817987,0.076536059,0.053870762,0.011248169,0.072591128,0.580695869,0.091946584,0.199126348,0.182999222,0.350700569,0.065369841,0.047482572,0.077403851,0.091090137
ID_348,0.059750952,0.028984434,0.288688406,1.976013529,0.004631525,0.012609794,0.10354343,0.277466688,0.993597536,0.143259637,0.471661446,5.802264523,11.60481655,34.74274061,0.009311895,0.028705612,0.306819608,0.113807615,1.74365652,0.078347648,0.261232861,0.863843353,0.225052027,0.075780962,0.683426146,4.410453226,16.6757089,2.80925822,14.48206069,2.892276895,21.67062119,0.024623114,0.100137469,0.074647148,0.118685429,0.022456258,0.118600778,0.068093156,0.064259528,0.409330915,2.373747763,5.616595169,0.661513502,1.755883183,1.102371714,0.276940129,0.263897881,0.412410663,0.035242776,0.285111047,0.018794803,0.026760418,0.193604713,1.310435498,0.088742566,0.184892506,0.360353587,0.813050712,0.095946914,0.080233536,0.022184172,0.121764472,0.045192165,0.083976117,0.400507163,0.104281028,0.075996474,0.061371434,0.097082926,0.288622776,0.141537652,0.365787525,0.21465754,0.221081686,0.0808337,0.21619157,0.138980671,0.125549684
ID_349,0.073732569,0.026061148,0.264701656,1.456925283,0.006174079,0.010794714,0.23846916,0.409930159,1.498816361,0.24903064,0.547605583,4.974952779,14.55157565,37.67349449,0.017777101,0.030590201,0.538524423,0.204789455,3.893163811,0.164454605,0.306499286,1.202896168,0.45344231,0.102068783,1.208617954,9.589993346,31.97175188,5.393012354,38.30993575,6.583316454,35.80472802,0.093709317,0.165815662,0.103346722,0.343158941,0.036448183,0.211002484,0.187116879,0.24872885,1.343090443,2.475786483,11.64977302,0.804866722,3.699742977,0.744504759,0.578709651,0.239367656,0.843706761,0.065160527,0.72580635,0.017081959,0.064180322,0.532227087,3.265819857,0.039626921,0.187013537,0.920395316,0.934378053,0.141979096,0.205043913,0.19908876,0.187929504,0.028703556,0.218562653,0.368547816,0.123368386,0.093008644,0.017284195,0.094947728,0.772505439,0.126315498,0.263533741,0.224282693,0.324868331,0.098936162,0.115243948,0.133214798,0.13851976
ID_350,0.033912936,0.02966075,0.286565648,1.782643786,0.007886011,0.017544519,0.248332709,0.44198943,1.140669088,0.311382804,0.615882983,6.689161062,15.34823318,35.7082864,0.026384428,0.052098886,0.483914608,0.264521565,3.66877626,0.147916254,0.36258818,1.323284789,0.346709913,0.258944559,1.965503773,12.92204341,34.17197902,4.871093424,32.31460855,6.776523697,36.57682534,0.147460012,0.225139789,0.117703586,0.326302869,0.049073496,0.356418088,0.161280163,0.197259949,0.949867205,3.714871119,16.04819607,1.241850387,4.733709278,0.985726163,0.947086463,0.271934544,0.892007765,0.091344254,0.826306883,0.016402263,0.040972654,0.613287837,3.617301258,0.073718188,0.194258749,1.547793574,1.342425809,0.095799285,0.344427585,0.116962349,0.112115674,0.031311346,0.205370055,0.30358446,0.121874519,0.086981162,0.040978361,0.106820803,0.857880093,0.185309028,0.301963737,0.163814539,0.286969807,0.067557263,0.109432449,0.153975217,0.187635399
ID_351,0.035671939,0.025447612,0.25921856,1.653294304,0.006364867,0.016497128,0.244764539,0.320895462,1.07306155,0.268787766,0.433551694,4.130191827,13.34665187,39.46723911,0.017688834,0.026203946,0.348950885,0.22338603,2.824313461,0.149678683,0.361501842,1.248284306,0.296954582,0.22904768,2.674346609,9.107029918,32.68925828,4.856583574,30.44600559,5.228988558,35.53969745,0.144630695,0.136051104,0.079777815,0.229116471,0.028469821,0.179320702,0.107572016,0.065166836,0.707215025,2.999679391,9.068097188,0.909793761,2.887313197,0.948772919,0.491702231,0.383705805,0.787743712,0.059114461,0.582314728,0.019243688,0.071165652,0.306406891,1.824377231,0.047739709,0.136442689,0.625272565,1.106206897,0.135712735,0.181053766,0.04848811,0.127980937,0.036427697,0.215190005,0.375779762,0.208015999,0.07179154,0.021670087,0.096871667,0.620857232,0.12851554,0.276906176,0.220024868,0.305499791,0.0568814,0.091238909,0.171930402,0.126335176
ID_352,0.02213028,0.026849727,0.237481546,1.6369419,0.00457405,0.014444259,0.124850996,0.316506882,0.962656728,0.22645821,0.161861732,4.070637689,15.4282823,42.77233677,0.00959156,0.026404297,0.269301905,0.12750808,2.230063712,0.12636077,0.375741949,1.457919109,0.307267696,0.093116076,0.625262366,5.183036435,18.87290829,3.228639548,18.30708005,4.162794394,38.0881172,0.034071566,0.097576513,0.075564968,0.190098708,0.039198814,0.177326518,0.100701342,0.028463948,0.391599256,2.076881702,5.859603217,0.468430754,1.950187353,0.83533581,0.396727418,0.248281403,0.530750744,0.075871213,0.593359049,0.039265457,0.073424517,0.213117689,1.304487908,0.069631459,0.087484817,0.324503515,0.759239085,0.095258109,0.108786126,0.044284812,0.255305852,0.058195653,0.310561773,0.558932166,0.112369364,0.119203225,0.051068902,0.124193853,1.017549353,0.190875521,0.314118118,0.324897139,0.318361452,0.057628951,0.119221132,0.222906454,0.19511945
ID_353,0.033609601,0.023125496,0.336260081,1.578902098,0.006625368,0.017191745,0.225899041,0.292354087,1.019232251,0.226117178,0.422408348,3.638625194,11.61925963,35.77638939,0.008937107,0.028074233,0.296492309,0.153303819,2.869671461,0.138199692,0.294194477,1.149369495,0.27665824,0.138636426,1.262511999,5.152917649,22.8427695,2.84860408,20.61769261,5.188472357,32.9781342,0.050729519,0.131648189,0.05930349,0.279971257,0.032806608,0.220445966,0.099476055,0.055195502,0.742894282,2.079225992,7.345725287,0.49425369,2.212299963,0.864769128,0.370693583,0.24265014,0.569117684,0.055140727,0.678509526,0.017168074,0.071359568,0.339578881,1.628768605,0.077988191,0.159267588,0.536690425,0.957015314,0.122529826,0.147693523,0.073000186,0.151829759,0.042121917,0.172204632,0.363392965,0.111799291,0.066050992,0.069416342,0.109274946,0.584669086,0.189000901,0.310855321,0.266444712,0.481155258,0.125096329,0.096418213,0.157770179,0.169191624
ID_354,0.100317029,0.043247262,0.572091553,3.805190246,0.01178611,0.021894398,0.141871434,0.427526248,1.101718997,0.214201845,0.229520757,4.376399796,15.80647583,60.64190604,0.014765977,0.024884447,0.343139521,0.174455455,2.378554052,0.104513945,0.33385006,1.061664379,0.22503656,0.233814846,1.24110338,7.420451272,25.30119866,3.122242984,25.71686682,4.977710896,31.67248657,0.044047879,0.126965145,0.115078797,0.199826863,0.027137051,0.211209154,0.046805087,0.133985728,0.568151477,2.342210303,4.970557829,0.523331321,2.114581666,0.748988461,0.44552838,0.216156826,0.489797579,0.045194306,0.412945166,0.053318846,0.055782751,0.343556367,1.769343255,0.156761187,0.196538291,0.584646322,0.800751597,0.080043023,0.105025739,0.086757359,0.190939969,0.045528536,0.104335399,0.352215223,0.091830751,0.102709064,0.042961783,0.140568262,0.299775198,0.145606207,0.263676497,0.228415379,0.25494185,0.145947783,0.067646209,0.138859802,0.108213071
ID_355,0.033882811,0.020595678,0.301472074,1.993895943,0.005605208,0.018569405,0.15501463,0.322770124,0.990679201,0.216635968,0.327960611,3.627805839,12.20576695,53.92815269,0.012210841,0.033516198,0.317459495,0.187391767,2.542558824,0.175086666,0.345803023,1.259494728,0.287107898,0.132640177,1.053646758,6.103955316,21.30069404,3.208621584,20.76943987,5.333603921,31.00778903,0.066575316,0.137652904,0.13024309,0.209846368,0.034308269,0.210943721,0.08289856,0.096820042,0.567474043,1.807932946,6.326027542,0.491426676,1.957682226,0.785933072,0.445135165,0.236966265,0.511136616,0.041687488,0.419998018,0.043486984,0.052284601,0.112548668,1.361814607,0.095521309,0.060279885,0.377150976,0.771671345,0.114066099,0.082773039,0.064218731,0.135314783,0.037766257,0.086780152,0.37405803,0.103436234,0.129672324,0.062346779,0.101108505,0.444963889,0.293772601,0.264476587,0.266567445,0.408300101,0.092142535,0.089841935,0.19264845,0.201506773
ID_356,0.048279493,0.040526948,0.379645767,2.712815097,0.011710561,0.03424073,0.181188378,0.62713196,1.564118362,0.251471055,0.39896047,6.356618804,18.46094478,41.36988014,0.036541569,0.058019483,0.646930444,0.236606801,3.649136128,0.21757681,0.282863717,1.034270343,0.229866366,0.196897086,2.780709843,13.95267033,40.16775021,9.840893522,32.13200789,8.626850679,39.02522279,0.079316938,0.169950456,0.201256134,0.40866437,0.036021474,0.173140301,0.091207704,0.209424897,1.178887742,3.860369548,11.95742219,1.278750596,3.962940939,1.091088619,0.600969356,0.266336609,0.781628447,0.087180203,0.666621891,0.093859947,0.068946742,0.568192564,1.936738409,0.073375879,0.232803321,1.209515126,0.9793913,0.106458956,0.271450183,0.09588992,0.148084272,0.027954924,0.183943464,0.350211739,0.10517687,0.085163144,0.049343016,0.077378992,0.567424315,0.153080618,0.257387726,0.281251867,0.333777842,0.091285397,0.086925526,0.14270329,0.112912512
ID_360,0.050563699,0.029937598,0.429517189,2.20456273,0.010996209,0.022356351,0.233108481,0.550492687,1.287460881,0.232518634,0.962789272,6.084819337,13.23431107,22.39998803,0.031531281,0.038922629,0.447215365,0.184780428,2.151573159,0.111220399,0.672831025,2.10949781,0.648660197,0.165119126,2.176070718,10.0745719,26.37746419,3.728465159,22.21037076,4.964134546,21.79550567,0.150572842,0.135294437,0.149097208,0.132618623,0.075763996,0.293157016,0.061944471,0.399063819,1.439320543,4.231457932,16.11186907,1.004716608,2.839471994,0.843807036,0.528227884,0.182427062,0.518920142,0.032468492,0.399651705,0.040929187,0.056257499,0.411104258,2.522448509,0.012159206,0.315371926,0.90079103,1.028814599,0.104382121,0.230039729,0.114375558,0.078469657,0.025198368,0.113713476,0.243990486,0.108374065,0.078132506,0.027315197,0.03402297,0.335005238,0.19043442,0.134083242,0.20479953,0.112572516,0.043135114,0.072691416,0.138381865,0.110353538
ID_361,0.039424486,0.031107489,0.487572458,2.974894011,0.011198463,0.036970601,0.201833596,0.649822539,1.792748835,0.295253186,0.81003589,7.806319929,14.78318962,28.05088457,0.028917134,0.059131281,0.541757321,0.211366404,2.985007552,0.113844003,0.439879155,1.505913159,0.468889591,0.214300286,2.371929223,10.81282944,21.99577997,3.645824172,20.31943955,6.193748018,27.46606335,0.113132434,0.171419815,0.12810459,0.261639293,0.044225097,0.243362762,0.092136974,0.247713918,2.487384793,3.090175809,10.81401573,1.196913912,3.62828948,0.345621617,0.531021776,0.106676424,0.634099557,0.060074702,0.767610201,0.125511407,0.075188921,0.572705468,2.469963965,0.009437448,0.265382337,0.853300572,0.368418762,0.104554511,0.161373654,0.109058047,0.06943525,0.015937331,0.155332441,0.113204904,0.052646896,0.066465222,0.019188411,0.041080283,0.574353369,0.068617134,0.106132819,0.109046592,0.100996342,0.053346225,0.047142295,0.054138602,0.070272177
ID_362,0.080701987,0.05700083,0.679508359,3.034662366,0.015698026,0.044314496,0.180672334,0.770604039,1.810700396,0.26624785,0.967620854,7.336595224,16.67797457,35.61471552,0.03254039,0.054458428,0.526281161,0.221135901,3.457620036,0.144713554,0.577662887,1.693012064,0.401873642,0.219021901,2.111932971,12.39496061,28.37090787,5.253300158,27.06690255,6.437986205,28.93069801,0.110484509,0.168876756,0.138617443,0.29418798,0.046220928,0.227831827,0.088944391,0.330972681,1.652327395,3.204649237,10.98266149,1.172069438,2.884175571,0.345015023,0.610543085,0.109728672,0.747762805,0.042193154,0.601874363,0.152904515,0.107277581,0.603201847,3.522628922,0.010912,0.313062187,0.653888455,0.335772861,0.107495422,0.145607844,0.124763694,0.126819246,0.016272468,0.165764901,0.126026745,0.077646047,0.070565064,0.023579712,0.04740304,0.56670005,0.073821909,0.100181359,0.121840522,0.082449881,0.091035206,0.034726976,0.053194017,0.063062148
ID_363,0.057633648,0.049933205,0.321584835,2.140479149,0.006111296,0.018604237,0.229019177,0.579925639,1.386676768,0.321691767,0.655204092,6.700426859,9.820139936,19.12407511,0.027919987,0.037986597,0.482272573,0.219905907,3.068862484,0.150384706,0.847283787,2.78356197,0.444965477,0.192518535,2.053856489,9.107227768,19.44128617,4.999426834,16.35104833,6.525445276,19.06866314,0.153042349,0.173959444,0.185297267,0.377612054,0.079192487,0.329687571,0.105283743,0.273104925,1.258337825,3.995053206,13.37412272,1.157856783,3.301267487,0.380388151,0.440439942,0.104332569,0.742482333,0.065248971,0.615576946,0.130278115,0.189722969,0.588402834,2.16859353,0.0773294,0.318768936,0.977327222,0.315619439,0.113992479,0.262421954,0.078944304,0.18011494,0.031295368,0.177393246,0.240361213,0.044861565,0.088376526,0.169825899,0.05268004,0.480210966,0.113018539,0.136963905,0.132667244,0.225940406,0.062414947,0.021657108,0.052915897,0.101581311
ID_364,0.054363186,0.042148505,0.339073261,2.600291463,0.006250922,0.026357612,0.151428968,0.49731784,1.217259919,0.23638548,0.558721652,6.937623207,10.54536206,19.51340679,0.033612894,0.042669197,0.433480134,0.175086971,2.553227019,0.133306496,0.72142457,2.565608224,0.484865971,0.151475097,2.090466182,8.195281046,18.65966238,4.060289852,17.60608876,5.477050613,20.01709383,0.134254591,0.116546082,0.170233288,0.313880541,0.066447606,0.321042829,0.089663929,0.2552547,1.214211513,3.480888353,10.77349693,1.326482076,3.432607024,0.24209174,0.411730347,0.058734748,0.563032769,0.061332701,0.624499467,0.187564027,0.016509633,0.515475712,2.139736035,0.025910972,0.323117896,0.949915367,0.281841824,0.112190795,0.300397414,0.078332314,0.170421055,0.019041718,0.164372089,0.141740866,0.046643418,0.067143054,0.009923381,0.040641275,0.480861959,0.05919537,0.103233657,0.112848843,0.125344387,0.056190053,0.01631945,0.034177933,0.048507586
ID_365,0.063963708,0.057283753,0.267649655,2.645808164,0.009168761,0.033425343,0.20242245,0.706664825,1.579822883,0.330680203,1.05709344,9.473893753,15.3628041,27.28524647,0.037819957,0.062373784,0.671143769,0.317781353,3.279084834,0.194334457,0.746153043,2.671730181,0.525220942,0.19326813,2.13150419,12.07356493,27.15983516,7.868232894,29.1679862,8.657536699,29.74372452,0.196211663,0.186470998,0.135301062,0.296256697,0.048664215,0.279870853,0.125357689,0.19008084,0.98937329,3.577947222,8.994663118,1.213755717,3.31848778,0.329537116,0.624030029,0.082697508,0.793233099,0.121184185,0.807626923,0.193566758,0.230460761,0.644596295,2.382002414,0.089703806,0.366499881,1.022466778,0.29557061,0.062824202,0.31771726,0.086489123,0.274012444,0.055174267,0.336804575,0.342738791,0.06351131,0.125382177,0.141178952,0.080214738,0.787681929,0.206975183,0.251148178,0.245177119,0.193056359,0.170015941,0.035756573,0.076974404,0.172447153
ID_366,0.042528275,0.035392447,0.347443735,2.375735808,0.00807347,0.042986446,0.213839195,0.813044784,1.738730083,0.284076663,0.823330889,8.188381751,19.76319528,33.24399358,0.027200916,0.061431601,0.550229194,0.354138385,3.157013768,0.179990147,0.275861859,0.987751478,0.500159254,0.151513157,1.866075063,11.8827822,27.92726961,5.379474257,28.48476544,7.015983073,31.37974158,0.050270154,0.166727784,0.082450898,0.302666446,0.031758256,0.204489145,0.125887819,0.10340189,0.95629853,3.363306003,12.38198996,1.16714766,3.0952169,0.402349303,0.509535411,0.084802216,0.556800475,0.083419277,0.569922187,0.156139453,0.010489779,0.683165378,2.685561858,0.008266181,0.259803303,0.873163339,0.438720418,0.126784698,0.23638667,0.072689207,0.334405324,0.068491409,0.278179252,0.482778542,0.058795277,0.117681493,0.008190177,0.154813936,0.684722379,0.11827684,0.320986651,0.253444931,0.308739982,0.115254851,0.045188722,0.116663702,0.085438445
ID_367,0.054363285,0.048358102,0.317804142,2.012764395,0.009480709,0.03924652,0.234327392,0.613469304,1.179462535,0.293633142,0.699154303,9.687878973,18.68487807,35.68654595,0.031578268,0.065804433,0.528249117,0.268599369,2.965793412,0.148120895,0.682512479,2.366580462,0.278633045,0.168353877,2.116483172,15.48045072,35.03989151,6.181152255,28.11455442,7.181837823,26.65028287,0.238231564,0.164256122,0.235438218,0.298278368,0.060110033,0.309775345,0.102708609,0.259418334,1.29393465,3.943483026,13.3607273,1.163954586,2.588161153,0.548143217,0.549733462,0.152979049,0.528757624,0.07988021,0.555967478,0.153015815,0.074971693,0.527229934,2.2743649,0.085781198,0.321130771,0.960588363,0.508492808,0.04327321,0.264972431,0.070053457,0.298545081,0.048631755,0.180812634,0.342978106,0.070720303,0.092985971,0.039888294,0.07739116,0.418255972,0.122675553,0.231002094,0.171351146,0.292782026,0.095172224,0.033345065,0.085196286,0.102201281
