440.4b,466.3a,468.3a,468.3b,480.4a,480.4b,480.4c,482.4a,482.4b,482.4c,494.3a,494.3b,496.3a,496.3b,506.5a,508.3b,508.3c,508.3d,510.4a,510.4b,512.4a,512.4b,512.4d,518.4b,518.4c,520.3a,520.3b,522.4a,522.4b,524.4a,524.4a_v1,536.4a,536.4c,538.3a,538.3c,540.4a,540.4b,540.4c,542.3b,542.3c,544.4a,544.4b,546.3b,546.3c,548.4a,548.4c,550.4a,550.4c,552.4e,552.4f,554.4a,566.4a,568.4a,568.4b,570.3a,570.3b,570.3c,572.3a,572.3b,572.3c,578.3b,580.4a,580.4d,580.4e,594.3a,596.4a,596.4c,598.4a,606.4a,608.5c,610.3a,620.4a,622.4a,622.4b,622.4c,634.6a,638.6a,638.6b
ID_275,0.0391062408939705,0.0171097805158978,0.191918441618034,1.02638767267036,0.00459565204538217,0.0112640978636612,0.119403736185247,0.310586271623913,0.816817176909676,0.253956676738079,0.498451678555834,3.69234658535719,11.1785947721819,28.2875128819354,0.00813610935126495,0.0313386515216397,0.465940872862848,0.177701469845058,2.53685600640784,0.17494397667987,0.27077058519107,1.14900575767552,0.378002300758582,0.11000119639806,0.861330325791636,8.90034444571576,23.9517458221553,7.52820297429148,26.8458743554992,5.46858787027557,29.200046288662,0.0398473924270394,0.133211795550036,0.0922731382157701,0.206338007162216,0.0310292791040013,0.186640322101892,0.116025893952476,0.213476776871068,0.529661422300856,5.80078768987048,9.71703936816384,1.04924718589196,2.88410014464544,0.372906292288972,0.317832606395448,0.637193258814665,0.6135505694384,0.0640734996935776,0.778034241519952,0.0191805686834853,0.0134994661559956,1.07895319640456,1.3925757915233,0.0297730064323638,0.237410758995364,0.967417078630322,0.33912586140052,0.197032177107635,0.234736179095105,0.104279106697493,0.0657392114475155,0.0156116193605495,0.169261079316781,0.153135390655753,0.040621496757744,0.0585338044145127,0.0110852958632924,0.0381293198108258,0.552338525243897,0.0564037582697631,0.104810464073282,0.0903682610208754,0.0895016849934928,0.0525567679146818,0.0242720136910959,0.0488081440577515,0.0478977628996355
ID_276,0.0465069451337241,0.0149275504773693,0.294751353096332,1.4563371669449,0.0071371655930112,0.0133280382238423,0.0607410410787032,0.234018627635386,0.709145073502239,0.166236797722119,0.472364699832456,4.04424373023003,9.78225227471957,24.5577107349468,0.00701969528951156,0.0241770821309617,0.226220660292606,0.131831215971775,1.43542226776983,0.058612795354323,0.265477025779236,0.941039645261347,0.181986470670227,0.158463848111815,0.809290769720463,7.13713182973668,19.2436595392058,2.78371441722289,17.5186500809152,3.1160813587163,19.1272656833852,0.0560069417857473,0.0760255045257857,0.0580136185232825,0.115508727166066,0.0172731278402385,0.103301167536754,0.0416593306047165,0.177022796415585,0.279380010384,2.75879122815691,5.28826863252202,0.586146309514026,1.86751634012622,0.228795634871548,0.232515452745853,0.413213173597414,0.310844036013056,0.0328658761148873,0.233844819400328,0.0314728112585427,0.00623552682881791,0.427998879287273,0.938412868474906,0.0351063976210252,0.224889941838119,0.326706467455798,0.213048218523787,0.0910674208880229,0.0922990956190046,0.0260922359979762,0.0497924945977942,0.0144999183014492,0.0695306477364812,0.135079749782334,0.00966213197434069,0.0174168719563942,0.0118997125396604,0.0328313374849848,0.228030409271925,0.0514831231249213,0.0879967887270057,0.0836595016940194,0.064390728432678,0.0426768963694137,0.00798955627052862,0.0337784840724189,0.0422754403416969
ID_277,0.0578607871667642,0.0193773901169882,0.27459249042278,1.36075540631699,0.00996353870207489,0.0117429589095201,0.0895701579059901,0.380736559654022,1.04084972237896,0.234206191407402,0.504840516703859,3.85120656637661,12.5905662509957,31.4311193402001,0.0116165203426197,0.0264139349338007,0.361242118849032,0.200700490899182,2.48934877255062,0.111783530445721,0.290716685212372,1.22373140679877,0.385592442941447,0.16329661373904,1.18002605191863,12.1431603818408,26.8070390355444,6.29685761412615,26.6262606646192,4.37646516777639,36.0057725367229,0.0722066847523264,0.0916751435081877,0.0952870464020201,0.208961839741789,0.0257730836255511,0.186704754722269,0.13859382360971,0.268677591283607,0.57987440968778,5.41813194131421,8.6906477848568,1.07346919322211,2.53332913743007,0.541906474615918,0.334662993203034,0.560721835672836,0.514950447988025,0.0571956061575331,0.496067996783516,0.0128633710577203,0.00565732159992667,0.975774773224705,1.03112523392169,0.0492930032646513,0.452121340751197,1.01313420087582,0.500748923085972,0.357923548456834,0.176941799429962,0.0585990871100333,0.0773866792537803,0.0176488423908403,0.158170737627784,0.191093824868723,0.054691924529582,0.112883259991319,0.0519027362935271,0.056443882740335,0.59303007602212,0.155969162010856,0.149154779312695,0.122910226896104,0.179624260130766,0.0989089515069089,0.0397145038786044,0.0786492005558543,0.0925956386671406
ID_278,0.0450655817004206,0.0286123810322611,0.298532886212472,1.56542738389976,0.00946762865130913,0.016973472867654,0.0981757771138103,0.368187179470724,1.02329040760443,0.242568128467948,0.577967118196483,4.42754928202467,13.5491982605177,27.6951506806864,0.0206358940288251,0.0357925922382458,0.411540230220043,0.190258374042467,3.30694373565411,0.108336654990482,0.320285692346211,1.10920785169329,0.476006862645644,0.0973898756850937,1.63972243928379,11.3823942618245,26.4755302517873,6.60382990580662,25.8985315584971,4.47597493961741,29.6378084802186,0.0732575325331962,0.145553229468444,0.0726689794751823,0.21422983796336,0.0321627663949591,0.208372952069125,0.128211376649152,0.293184857085603,0.900740935651909,4.37152434654807,10.3950157925206,1.07246658107834,3.07188530208892,0.306274951594836,0.470504716276558,0.112024891093084,0.61059032944186,0.0566842107392989,0.520620236630927,0.00759749995173826,0.00494259829775799,1.09763600185865,1.73088547892766,0.0331167315137371,0.326938507302137,0.996188816744412,0.280225693423527,0.209046167915752,0.248039930986436,0.0718153884730842,0.0956616778332554,0.0173131642946293,0.148850054178784,0.170775389187462,0.0403223660776092,0.0937960617320871,0.0132223906172212,0.0650116422491431,0.500297844788067,0.0609120210860988,0.12980756187739,0.126580895260412,0.125200816453817,0.0490927897256582,0.0267946419121567,0.0658076286274294,0.0592728095733004
ID_279,0.0527619395883533,0.0227088674412395,0.166474614784755,0.94026837886784,0.00292933678690058,0.0108256595782845,0.06278767623194,0.223391612271283,0.771916402859462,0.172423471428327,0.29406636168256,3.35529188996251,9.71516178573724,31.7513961041964,0.0122051326091724,0.0262486062421875,0.311690217476874,0.171615957732209,2.23012073970674,0.0833302973644607,0.292096559950542,1.09385251523858,0.277896893262738,0.137613825683693,1.9365556992152,11.2118410735216,25.0587100202122,6.09020472427737,25.9861432795227,4.4726125021806,28.9065523604491,0.0694407282565753,0.111759291739444,0.099444066857148,0.210531854551483,0.0232615131064686,0.177812382325111,0.080554264509961,0.308150341695752,0.655517406785408,5.04925361336603,6.93126713573024,1.26472499721044,3.11385713944307,0.351074415007418,0.353387937920594,0.854204166181494,0.518131802539436,0.0539043827875059,0.68221247619392,0.0120219605592178,0.0110211450613262,1.01247171702511,1.16224888830357,0.0471419607838723,0.445329449923839,0.733083980103231,0.274046428120439,0.382396700870625,0.166618316271916,0.0801894782633932,0.0605187881901517,0.00889760072992717,0.161531857351358,0.1664641303076,0.0417683497594854,0.0843878724185447,0.0130431164507697,0.0414570371842672,0.53113658400552,0.0624651180422141,0.116026177119669,0.107443785419035,0.122745904596189,0.0452177416781221,0.0250221035008399,0.0688522060153,0.0548543528616626
ID_280,0.048149171136745,0.0225669061645992,0.20041199198559,0.974019871844261,0.00438353749223993,0.00670399193268073,0.0497023984694025,0.2216760562778,0.714277347935695,0.203391643119256,0.426747143048432,3.1556455555263,9.14929027588776,27.6763620463107,0.00747707729919815,0.0144718308368996,0.20577676110944,0.136715822297059,1.58187189984001,0.0895826208418045,0.313519584560618,1.56931591236379,0.211762916161045,0.103921206786146,0.535592748289557,11.4278614297856,16.4471240911587,4.64525487485645,13.6679436167478,2.54314139321272,21.1785528161618,0.0694235930752174,0.057442983603287,0.0652580504146733,0.100972320140224,0.0217090813404158,0.13155933447303,0.0530225142292146,0.21276439012477,0.391334154246682,4.72645010052329,4.66567483220981,1.51992256484306,2.24875629313857,0.328269537859705,0.33690887224883,0.463463742008745,0.402073721720179,0.0364209234892506,0.279769952227173,0.0159916189380339,0.0187120696760396,1.60781970432336,0.997661115377248,0.0371263712759314,0.403438873849809,0.390225774654586,0.177137401581071,0.273487384880533,0.0761242661226585,0.037063410344042,0.0885259042938089,0.0197186126671827,0.0709885516956462,0.191818150436088,0.0375342385818758,0.0715865050460823,0.0112180198538347,0.082510134037163,0.288584581875229,0.0645109305933792,0.167407242142215,0.138407608785522,0.166089585485646,0.0422321952760687,0.0401996736112639,0.0709115290811859,0.0530774910594751
ID_281,0.0774297815314311,0.0275592275244446,0.320791034594268,1.67080325796556,0.0105052834916519,0.0164892124643761,0.0902689385697665,0.371655645088689,1.02839076171718,0.384238741344223,0.480552045186187,4.82175263796352,16.5068605783013,36.3423169740872,0.0153030295823437,0.0493877043420246,0.495425318366952,0.331923868626073,3.72797858641379,0.209859789474007,0.730235892998506,2.93175477939763,0.392541803090886,0.203250112396504,1.7182726949894,13.724968915761,29.9376115154736,16.3001214676362,30.7723824315915,7.95069104519488,36.0825446373519,0.182501483140656,0.119706482324003,0.206878030484213,0.370753285988573,0.0619026501735476,0.382135611779915,0.149363591728453,0.395891451907689,0.71848911102431,7.20427564490593,8.32928770098429,2.2746431843761,3.38445827847354,0.798056014643232,0.778151116796856,0.319702592915011,0.860305114559615,0.0937322510221712,1.29546720213991,0.0263964825020419,0.00968988440781877,1.43547484284057,2.37277511228126,0.0790654539698662,0.712404395023441,1.1286859271634,0.55649152614148,0.496989607253312,0.310024200796217,0.0979827968121828,0.0877883729914112,0.0280160792229544,0.293150073071157,0.214530329505655,0.0624956821875926,0.108701973416489,0.0157428354611287,0.0693240330733702,1.13883836167403,0.0887008770195744,0.147035492460371,0.162948876962784,0.133947382897426,0.102817148344857,0.0401906063604054,0.129193095620754,0.0598276265912397
ID_282,0.0594043375439573,0.00959521387043302,0.229714809521853,1.10239836298394,0.0064909481453343,0.0115322698283466,0.0748419296816532,0.254992434985953,0.822109515270818,0.212684045359968,0.384756578474541,3.57001068918568,11.8876310030843,34.8016754330531,0.0105694174426011,0.0275612300779317,0.327509649768878,0.182199157157791,2.1104755649564,0.0862338636464851,0.27043856911801,1.30089305417991,0.396379051323301,0.0865607343152638,1.05317746651202,12.4872338653497,26.3156726212027,6.39731574747953,23.7821164914297,4.38622304866644,34.2018514768971,0.0937658267579451,0.095250598867382,0.106035002568834,0.213613672085194,0.0386491973826572,0.289559744534788,0.0879376600356814,0.27368910857563,0.512121293409751,6.61243288426378,9.27441951657439,1.16023982194373,2.67665222889764,0.533611627952638,0.408381068506188,0.63129852949149,0.455988457199497,0.0574915526899578,0.57760690220527,0.0161445241328541,0.0229239292720498,1.31593157380205,1.28855799206838,0.0579624670609439,0.477686203351234,0.914895264882319,0.511363789736783,0.409546814026039,0.202243637591736,0.0749328389740799,0.0561118241728747,0.0204844929179782,0.15174012720322,0.184311507383847,0.0582588686644752,0.111730648650737,0.0398553324174052,0.0464230837681601,0.515360336751185,0.0989186644940292,0.127724289746794,0.12524640690196,0.165503978723242,0.0662088616650474,0.0408590317515185,0.0841141910249084,0.113913123161814
ID_283,0.0966259867413663,0.0431811760300233,0.357328095716634,1.40272357526651,0.0147645362877751,0.0120121619649201,0.0250928881013519,0.119470835720729,0.4140027930085,0.103911257152092,0.357697434481594,2.22395416665825,5.76489442976082,22.2495238821082,0.00282252196113029,0.0267050908863688,0.177741003787261,0.0756139147216978,0.919066461119352,0.0565112168098443,0.549053710373751,1.89261987560862,0.116509347524302,0.207471782561129,0.910167142324938,6.25551170050191,8.59689715929603,2.27392765346068,8.85652714829231,2.11720689925818,18.5030960957327,0.100707138962325,0.0287765227679723,0.116106226155327,0.0724947370092178,0.0293819583381306,0.193437681565292,0.0273258055156315,0.271038166081348,0.322726339993542,3.7501913996403,2.16408402508663,0.81573524832359,1.11039734600662,0.179474991573349,0.168843875483638,0.178595257447582,0.181445719178896,0.0196723224271232,0.140611396091143,0.0183067509270264,0.0156874842529127,0.593790975239784,0.613416359731711,0.0913395206148074,0.297318834659058,0.372044250201951,0.220477352389675,0.134194293621365,0.074660426748112,0.0187782927809031,0.0740682723400791,0.0124939198309835,0.0376875523464227,0.159535310741921,0.0265595002793542,0.0415018617480481,0.0120982256695553,0.04124522803896,0.149417190940987,0.0659466461881191,0.0878826912812364,0.0984610902228589,0.0982576986802957,0.0830567549988215,0.0189866957602826,0.0499166266830569,0.0459800345863461
ID_284,0.0950651750055665,0.0198673169255378,0.272885078994554,1.27931585317095,0.00648767710332756,0.0139525148979304,0.059070413439172,0.304643266717198,0.806771544716842,0.259832636957038,0.452977786797786,3.76286230217262,12.4788174452108,41.3382573484051,0.0129505721016762,0.0355241484857191,0.422694199801106,0.230833821809607,2.60873384053244,0.111997407696218,0.344361642997469,1.24038366045763,0.31513233023291,0.250211753929572,1.26969200879695,15.0238612104209,30.7651674694449,7.52839264189289,30.7632971383182,5.2068776926294,37.6869663751982,0.0813858423868869,0.121761760504012,0.099971047719239,0.209191842288331,0.034741389165719,0.224112935807263,0.0911172018910803,0.543931996739116,0.79181010088606,8.51690726890887,11.5496823702865,1.94584868797261,3.20988923049702,0.495324700760408,0.439834603687863,0.646102636532552,0.579122233377162,0.0527493155661897,0.463222220671046,0.0203336564536872,0.0175827697493375,1.65657802315313,1.84214851132593,0.0738154619048381,0.692731479347019,1.41920607900219,0.455719857809677,0.370903633868838,0.231250532400442,0.0655980620869824,0.0786890733403592,0.0166679305639768,0.138131567413527,0.231184259226291,0.0569558967755005,0.109349106928868,0.0226545079245484,0.061744737008797,0.414646680739363,0.126089013228042,0.157826769683095,0.151302640222501,0.172002844112412,0.0591380119801173,0.0478702839062604,0.108295065324847,0.098465491169991
ID_285,0.0890105488599318,0.0264973113550609,0.296891543741933,1.75155001535969,0.00569377964365341,0.0135931342030341,0.0413340314646869,0.282247584508435,0.782213373211027,0.215893032996339,0.902891790534108,4.08043205784336,10.9145012562008,42.0367064092515,0.00882522567469703,0.0339870617640889,0.381776185939815,0.252174936804739,2.08354872767436,0.109915782101884,0.248450002480151,0.991883895488338,0.209733965209936,0.245505183827784,0.971594064317093,13.6623470287736,23.8504909612089,8.61308099576654,26.0407701467664,4.54566379224988,34.5367277730931,0.0566313499819851,0.0820750541738264,0.0702741964817717,0.10592717416577,0.0242163011518347,0.158451992328949,0.0719547654288017,0.428174287719535,0.340563156293436,5.31462255507234,4.82893220007482,1.89528794852431,2.72675525084738,0.398169514371211,0.350071295914812,0.51259008708549,0.454333449529585,0.0406501215566707,0.347665681213038,0.0231689827070094,0.013667289404615,1.29745131408394,0.910953387457297,0.04413497521955,0.480894248452545,0.65983940912044,0.322542080703806,0.452048475348171,0.147587244751598,0.0474417978970812,0.0814831046339714,0.0160839768788393,0.105715333008265,0.191978732310876,0.0451554523663618,0.0616299215587035,0.00381560533820064,0.048407236951052,0.310802380114851,0.0527064098007263,0.121590591853854,0.129786585755052,0.121260089764427,0.14948552830965,0.0325863053772362,0.107782216458346,0.0507687349508672
ID_286,6.38895242542943,1.32816051279797,0.511361148113696,57.0270437531353,0.01615486956487,0.70283318525483,1.91025875112354,10.0202548089484,29.3951503265541,9.40595769226836,31.7088899464372,6.46270780206715,504.159374069055,1939.76561800265,0.512883987876422,1.3419224097271,0.912898610058651,8.86324128620674,5.86929383639781,3.74423741437695,21.4283909616786,85.6154867589733,7.50734352200645,8.40197535692444,3.35152041355917,21.4379693824155,51.9899630123642,192.263786154935,867.479018851721,194.970624091683,1437.94763970775,4.85035731996312,1.93995816957124,7.39223805063288,5.31065709906734,0.0415590166533129,13.2421311461573,2.54565625449403,16.2087310699012,21.2895263274286,211.502324763022,170.735400268349,65.0109353623961,6.39111738696963,14.134806460936,10.3697624828042,0.752917794933552,1.89203999295063,1.32552118717852,12.935499275683,0.0913670485586188,0.473695594717941,2.3126414416624,5.05468697044199,3.23129530785845,1.34217222945206,30.7179465833502,3.1233129734195,18.0438641280118,5.46775489556746,1.49389378314686,3.67197298978408,0.799849319208102,0.528997063416455,6.90811055747493,1.51135576983022,0.433520637499851,0.13542268677095,1.2654972572443,1.49397424658913,3.44062159370507,5.7313295961308,2.37517782852339,7.24387448661403,2.55496689188549,1.54552655717825,0.756975936685618,2.51951490655115
ID_287,0.13668979480666,0.0989636132286478,0.239209040339466,1.29219170172329,0.0121791660533683,0.0125316831134792,0.0253291444987195,0.1237033162368,0.253029334500946,0.0937602465530202,0.800609822820075,2.42890631509799,3.59593702000402,21.6997726463149,0.00647324556780688,0.0230818476784723,0.153651144095073,0.065465117166726,0.738899567293544,0.0433485098521802,0.341338565304764,1.27245534840037,0.0713236991511186,0.291897017741167,0.836968274511533,6.74056253586511,7.89863264377278,2.09042054589175,7.12351863857612,1.56225140901392,12.2160481055401,0.197194480760823,0.0200139608175546,0.106307989839079,0.0524291520322898,0.0279036759288395,0.148392604412626,0.0172730782519694,1.25243890163134,0.428766621733182,4.23784607170065,1.87053690750904,0.978984475893745,1.11755300405989,0.261914742245195,0.116102017720661,0.150051575100724,0.0875950303842023,0.0161922668471055,0.129572194380167,0.00755058932492293,0.0257426183982995,0.834827153092752,0.418842490401442,0.0846047943146118,0.327899041911977,0.206414496703059,0.202205081442831,0.190559118261741,0.0455900267197522,0.0244287862443949,0.0819302314543628,0.0133195567530553,0.0365852818811268,0.203016840292866,0.0340700022166762,0.0292405503496684,0.0476326410957018,0.0473733022677844,0.124155323476395,0.0703767130761009,0.0992452450569309,0.0954920288036813,0.104020153001871,0.0435751464833331,0.0157229107009451,0.0584180993497272,0.0521359884040142
ID_288,0.106461290925672,0.0219913701373401,0.385443817905819,1.88869771255238,0.0062912696622777,0.0114541207529318,0.0431530748400443,0.212661708104394,0.64685374385982,0.148452381094129,0.497538909048414,3.21120346932286,9.80358924078229,27.8961149466525,0.00721999089511362,0.0255864575207889,0.185508394646105,0.143451431146009,1.39555481909112,0.0724876174342107,0.178950052934339,0.760127517806958,0.177178546969834,0.135926607076842,0.450011453828316,8.71523365516792,10.926916660474,4.62803693604537,9.88379412136063,2.71347719885292,20.7544156777355,0.0244184245082541,0.0478281996422915,0.0338786222384653,0.130980800377668,0.0132740650273159,0.0761133602966125,0.0362053942921579,0.326297491208278,0.284945416401649,5.32670740817311,4.74729377568785,1.93432218977027,1.87841539857879,0.352435421156199,0.259344021527928,0.338611066848992,0.2920396760753,0.0365109327053596,0.263612064957187,0.0261698533012754,0.0211405426914596,1.14849808608545,1.00839701975607,0.0257967393308416,0.437123759203153,0.455835352069293,0.380882184435729,0.286835492562709,0.10597280244821,0.0294862506278018,0.103381929346678,0.0233496458973266,0.0594864447596434,0.220984117255382,0.05245078322925,0.106985175612995,0.0600651923071476,0.0679536134159761,0.293918293716024,0.0967236003861112,0.078560115446123,0.161353811913831,0.171333132601216,0.157534619861425,0.0479107532002727,0.0856439593896288,0.0821719141109471
ID_289,0.0643280748767111,0.0334625699231398,0.294159743710561,1.73469932435689,0.00542890817979833,0.0124708690147282,0.0366318697215406,0.265319937821487,0.783794885353976,0.151990304362777,0.863229484771307,5.17587893753824,8.31870942412832,30.9377342908961,0.00967808952757168,0.0173759420438452,0.338951331939176,0.117031665927405,1.87677444223334,0.0904594632767206,0.21791310181245,0.791845302633019,0.192383707000927,0.146734453988477,0.665607746013068,8.72617752403923,10.3670562393977,3.84176926637466,11.4764460259545,2.31375220458657,18.0233175042634,0.0390717455944097,0.0676881054709705,0.0524333165844199,0.120562818275472,0.0149482353375219,0.10033433874543,0.0442181398121264,0.294716205936288,0.474512340539565,4.82660849388878,4.16905358861607,1.27475985587726,1.65705574240646,0.214191540951716,0.192896385581717,0.0688865443891456,0.271946037565813,0.0355784698283051,0.225492471901842,0.02754574845415,0.0318082007741864,0.950886566668405,0.921010860602433,0.029988225861811,0.440731072876585,0.429001929591481,0.244029562639214,0.205276856592067,0.0760767671366715,0.0430852028496934,0.0634675275603969,0.018865264617302,0.0868613538246733,0.193805206405683,0.0289171836793782,0.0494346747469349,0.0357143083558251,0.0633902227741996,0.260668792901682,0.0885484023437898,0.0966929472334065,0.117816767856327,0.1516654574767,0.0464349645876969,0.0290180136858986,0.0533134979865959,0.0548596862576951
ID_290,0.068700030675687,0.0270091036204938,0.486783479592056,1.90013091125581,0.0102885563173669,0.0202240089993729,0.0538065134227727,0.321126831299424,0.664443982709306,0.168515698163116,0.60891682422957,3.84939266247497,10.498243291738,30.6921587635066,0.0201144530806043,0.0247019061926926,0.292231894052432,0.157289176603374,1.70850070209411,0.101045500296898,0.286145278770786,1.10170659526798,0.216646940548175,0.255968251884536,2.08483341047742,13.8637884615324,27.2145063974032,5.21562927659295,20.4245207602478,4.59141775843048,24.4715128412276,0.109569141681989,0.112092928692055,0.128153474675059,0.173431168441152,0.0359163005585994,0.216801264168667,0.0539131784765287,0.367263912007601,1.301088748825,3.82400361373732,9.35617141142692,1.35812125814351,3.41164235454649,0.27175865495398,0.393975635025487,0.0637951614284411,0.466032898198388,0.0362982902261073,0.438151826757366,0.0301525755435474,0.0426394588192044,0.943169615710297,1.647312453364,0.088431851613099,0.341465696829816,0.727497028725695,0.227123036465695,0.15891600277862,0.157788936378643,0.0607404488198177,0.08608439693156,0.0193815331151415,0.109957056477521,0.146994452271271,0.0237421049141359,0.0572921358016901,0.0202869084870918,0.0344222788169687,0.338950887289346,0.157112214128069,0.0857707366554523,0.0979107586569695,0.130319167928301,0.0405714418075501,0.0163651882615423,0.0486081567151113,0.0532980303747816
ID_291,0.075670028291608,0.0290374078078212,0.573433995257388,2.49548309428904,0.0163762875432903,0.0254890766299348,0.0898780732183119,0.476071941440618,1.08991800457656,0.284880871006785,0.867872354842518,4.92198017729108,13.1870317451787,40.6760299784504,0.0230048203462118,0.0677672163963556,0.46609772145406,0.213894024733379,2.51244469942757,0.12385015218096,0.265155007947098,0.995034919290173,0.367488940957029,0.228936213974753,1.95905910957369,13.2998654029244,26.7379613711802,6.91081379016702,23.9917188114383,8.3842821577703,22.3517541177309,0.0618282084689618,0.129347103597602,0.0606095262141811,0.204864543996012,0.029205402757806,0.185166361436415,0.0966889909555587,0.665365892390344,1.5053298615137,8.64231167938064,11.5163414221563,1.55742807917108,4.41411433295109,0.470784612429937,0.270700774468158,0.0807381418257167,0.461442609117916,0.0319071046639775,0.305040247169176,0.018899785150645,0.0104578685261818,1.51837516624155,1.512606746813,0.0283611169112451,0.486845958347032,0.925269049692763,0.418407393939585,0.222743618731001,0.14577091723579,0.0509093228435506,0.0892462680929177,0.0195994961514467,0.0933362370320195,0.155613216941037,0.0543048553982596,0.09600355424495,0.0108357580930932,0.0425050070297139,0.259320402345455,0.0535510015807251,0.108721881004606,0.107066743033511,0.137727498067193,0.0407986033253554,0.0200773812768558,0.0337994940942798,0.0440002019160679
ID_292,0.124222613645087,0.08960243275337,0.677264261834869,3.36256662881139,0.0193944210563467,0.0389727375311412,0.0739472951176312,0.624485161752702,1.20538256849497,0.225153802240488,1.034043221906,6.02464538057317,14.1327506562656,45.3936369165127,0.0344286311865328,0.0521712565912512,0.424936521102794,0.174899465745888,2.68343307436695,0.128962144697737,0.173984543702973,0.737275238776845,0.270454828688713,0.305578795284083,2.18696244446587,19.2327867137931,35.1991611787731,7.88426064917618,24.4176365407885,7.48702470306602,26.7385215779556,0.0484538440315434,0.147089668410912,0.0585666875431325,0.20158580558147,0.0201979843741539,0.138009944066792,0.0740005888509345,0.726377983709096,1.17114898349044,10.4468125467908,11.5634489100656,2.13713702765603,3.51722491868781,0.553683946297302,0.407705199144217,0.084682454530781,0.478038635526723,0.0491164761522894,0.416053266208474,0.0443182744917581,0.0196440597955838,1.58784350249428,2.19123571910345,0.0386959374063928,0.891684710155357,1.16475449799617,0.332981125465753,0.459076005970966,0.220367328783462,0.0804441883078158,0.114044986529236,0.0158697170329675,0.121415477035239,0.194405648788638,0.03988469979196,0.143865301814513,0.0135192088086014,0.0510563163338728,0.418033369732337,0.0793266429865504,0.127743565686471,0.121672812875433,0.153189622113716,0.085803656269538,0.0356629118624126,0.0429127112678963,0.0592224247185204
ID_293,0.13579086223997,0.0741185008031815,0.723074965058338,3.29770562184614,0.0155261417861161,0.0264592765971582,0.0496681766421722,0.434494191860382,1.31257133617351,0.312419029818286,1.20089951735008,5.26380237555878,12.1370657883754,33.6549004431633,0.0148099440774255,0.041101002191059,0.373892670043433,0.170978321465497,2.90235781327635,0.104220124264442,0.286217075403854,1.08825272866231,0.241908931518644,0.235538066364932,1.24665680787237,9.55968022429584,14.679982451129,5.62453456879786,14.5384106169003,4.20060115838411,23.7818669941283,0.047682698026635,0.166237903164905,0.093462160983337,0.222320629891117,0.0286033356644005,0.158621567624634,0.0497291430248543,0.552573851341001,0.855116850871943,5.71809726121963,5.58982055995621,1.78711089181878,1.97822745288147,0.622794709459806,0.28703195453142,0.21335477249837,0.378754567583531,0.0436405641841627,0.254689288583208,0.0163722979532539,0.0170052974866429,1.29875691439788,0.733824289175776,0.0242126843128942,0.468893299904343,0.531126472795159,0.621446812656527,0.229927354858805,0.0895999777840001,0.0436319650387161,0.0912183764549425,0.0374203106443353,0.0781301950171868,0.248427042528037,0.0801269715399978,0.0740098485858225,0.0073068501731769,0.0562523106537416,0.253136932145538,0.0615665727303512,0.169316227257514,0.129517479306023,0.217889037246526,0.0796442253015606,0.0598715768522265,0.0670767429704068,0.0636789963445878
ID_294,0.0381134668065075,0.0198841940257395,0.290609914575036,1.30156188782576,0.00560196309949342,0.0104186764670615,0.223347316132538,0.389299550236613,0.9759958259258,0.479064423434959,0.736322704621363,5.22930932108382,15.1387196930087,31.7278952959147,0.0260340280723223,0.0346897095968897,0.609687862253314,0.351751447473245,3.81786560336566,0.258849053974789,0.302444734952431,1.38050297108534,0.713329573323519,0.230547856893744,2.24251232261138,15.5958958294226,27.2339599312131,7.68000703803014,20.2505516213049,8.81073862626621,27.3908892478991,0.0859207768370407,0.269801942541821,0.128049972808205,0.394816491108101,0.0374395419017117,0.228490633135072,0.158710239370232,0.149203994386236,0.955681581092549,5.22173944183069,13.5980869030472,1.6997368211663,6.52570939820122,0.815606652549935,0.860549374152433,0.323067893115029,1.06168966665752,0.086742999059461,1.07118600121743,0.00763593675145567,0.0123907159665313,0.928250676076776,3.42448868997404,0.0254064831524522,0.512828650705868,2.06501194288141,0.874328024513595,0.16335773966395,0.44266892274556,0.196644064754055,0.105418257260385,0.026204181235144,0.341587398518224,0.260966946901161,0.0972602205632532,0.101764772449573,0.00894364305211189,0.0507934863303283,0.99724364580849,0.0846009055179687,0.158864051593541,0.155495771208549,0.172923904260846,0.102249499948961,0.059198122335466,0.125524170258413,0.0985365955807393
