AA0Ab,ACC3a,AC83a,AC83b,A80Aa,A80Ab,A80Ac,A82Aa,A82Ab,A82Ac,A9A3a,A9A3b,A9C3a,A9C3b,B0CBa,B083b,B083c,B083d,B10Aa,B10Ab,B12Aa,B12Ab,B12Ad,B18Ab,B18Ac,B203a,B203b,B22Aa,B22Ab,B2AAa,B2AAa_v1,B3CAa,B3CAc,B383a,B383c,BA0Aa,BA0Ab,BA0Ac,BA23b,BA23c,BAAAa,BAAAb,BAC3b,BAC3c,BA8Aa,BA8Ac,BB0Aa,BB0Ac,BB2Ae,BB2Af,BBAAa,BCCAa,BC8Aa,BC8Ab,B703a,B703b,B703c,B723a,B723b,B723c,B783b,B80Aa,B80Ad,B80Ae,B9A3a,B9CAa,B9CAc,B98Aa,C0CAa,C08Bc,C103a,C20Aa,C22Aa,C22Ab,C22Ac,C3ACa,C38Ca,C38Cb
ID_76,0.106187147,0.030917518,0.371918492,1.70920903,0.005970996,0.015902687,0.036199277,0.264282833,0.541190917,0.12693135,0.648099111,3.894695617,8.271441845,16.1902084,0.016088154,0.024365294,0.195337056,0.120870221,1.167783878,0.063871415,0.269303163,0.867872238,0.21436726,0.341038549,1.481728385,7.11855991800001,13.12464594,4.439280346,12.96939484,2.189286864,13.11223409,0.046317763,0.069201786,0.072834333,0.107497742,0.030772092,0.141736946,0.028957651,0.20417623,0.899928054,3.62775294,8.492250329,1.026016577,2.090569777,0.539437163,0.267031115,0.129072776,0.328761194,0.025475349,0.246919044,0.063173903,0.012327953,0.567925416,1.804506728,0.08483206,0.362955666,0.38752007,0.524915635,0.123825697,0.116597689,0.041495971,0.120052153,0.022278912,0.066405486,0.201438293,0.0804523700000001,0.052528129,0.0966198809999999,0.041776639,0.241797941,0.064544251,0.112451655,0.091527405,0.125354594,0.085055368,0.066012161,0.057432205,0.051948762
ID_77,0.073435328,0.026071282,0.339292498,1.722751255,0.005633845,0.022379715,0.042398679,0.425260476,0.995383901,0.689771298,0.642519872,4.063906255,11.26551938,9.329766304,0.017757534,0.028967122,0.230435305,0.299759567,2.782546374,0.204620415,0.235879508,0.787949387,0.329039284,0.280075963,1.486516541,9.942163948,12.44928058,6.69534905,17.97250859,6.753344496,17.18650049,0.048629227,0.161520427,0.101240163,0.245229395,0.041481904,0.183877324,0.094215803,0.680453191,1.458396373,6.961029443,10.43857355,2.053765858,3.123455418,0.703377768,0.538293226,0.149358623,0.656542217,0.076399193,0.610984225,0.02690072,0.011566737,1.337784793,3.31160718,0.090601275,1.550196817,0.277499782,0.681006705,0.240104327,0.215629882,0.075374984,0.183336157,0.046203565,0.193437812,0.282745615,0.092675826,0.070982599,0.021499581,0.078341937,0.546529609,0.086887944,0.191231283,0.144351395,0.322934778,0.115495688,0.093153064,0.066745954,0.106708349
ID_78,0.043188673,0.017560489,0.148047922,0.977994107,0.004808708,0.007794287,0.02450528,0.136801617,0.408644656,0.107154749,0.456969428,2.586604423,5.398499846,14.69772361,0.009367122,0.01761161,0.214859099,0.070139369,1.337855321,0.047921769,0.159289549,0.645652345,0.120552655,0.113119162,0.539013347,6.421368191,14.40264447,4.686958926,7.571848752,2.514717579,12.85456387,0.033024247,0.051629369,0.061968216,0.105697022,0.02067233,0.082413992,0.035018104,0.246151909,0.34773874,3.793526558,3.565688682,0.808582237,0.934129706,1.003413282,0.15258061,0.235784998,0.210601287,0.021335763,0.153207984,0.075314211,0.019581273,0.620104735,0.741325719,0.081270816,0.414369797,0.064444185,1.474915721,0.107139426,0.047712583,0.030068906,0.18967792,0.052177085,0.050110424,0.471408208,0.134791554,0.057037594,0.059316702,0.071438309,0.187285282,0.124029835,0.225806457,0.149010737,0.335060833,0.068030055,0.166622009,0.122368449,0.090461696
ID_79,0.078137307,0.084639954,0.453390111,2.257752456,0.014032155,0.029739335,0.069359663,0.448140479,1.115570003,0.162834554,0.806468788,5.486945794,8.93035034899999,19.76894929,0.019724561,0.051731022,0.368882584,0.110486601,2.321835739,0.07042009,0.268876214,0.822699361,0.215124334,0.239855034,1.50784985,6.873573065,16.64397525,3.608924588,15.44477393,2.90478122,18.72049449,0.046494859,0.104363625,0.09425069,0.150089959,0.035964197,0.14428153,0.052454817,0.661032801,1.011045651,3.838668533,7.501403889,1.105739107,1.925160631,0.663430348,0.297244023,0.146040964,0.353063585,0.02309308,0.252532635,0.0897485969999999,0.009919674,0.694715978,3.127421448,0.020693188,0.408582333,0.44055661,0.815061724,0.107779282,0.119806241,0.049408747,0.161458671,0.036563139,0.058899362,0.502439289,0.158073076,0.032446758,0.004476096,0.061601197,0.208121864,0.034215047,0.182086628,0.145538259,0.409277894,0.066732438,0.207560643,0.045102723,0.043076244
ID_80,0.068142764,0.059946277,1.258984456,2.678836572,0.030156342,0.029343001,0.07559689,0.331501028,0.918404902,0.173656684,0.556279698,6.285541224,6.976709183,20.46194958,0.018966908,0.0365248,0.270374004,0.138095483,1.991100761,0.078822464,0.276919864,0.941634088,0.235484873,0.661768273,1.376767394,6.557775652,17.52178255,6.426439599,19.47383585,4.624360409,20.84617558,0.070171197,0.130215573,0.128038936,0.216414102,0.033181675,0.221811987,0.052225032,0.274727732,0.747527871,3.029232984,6.993352645,0.838492577,1.988672042,0.591251941,0.496523027,0.116654903,0.491522411,0.045208465,0.360804448,0.074137064,0.014736375,0.511713798,1.183416939,0.034293449,0.39817011,0.081796137,0.64198852,0.030869812,0.152503532,0.049323271,0.127458347,0.029008613,0.123140343,0.244009095,0.062638369,0.026203261,0.011085882,0.055774944,0.386633127,0.06151463,0.185409086,0.137216626,0.174788821,0.044927204,0.04355309,0.066620094,0.059609194
ID_81,0.05691061,0.027033775,0.686395488,1.854364267,0.016400266,0.017126523,0.068451613,0.293149514,0.994757613,0.149686609,0.559822899,4.135973749,8.75859915,20.85631696,0.018409078,0.030305208,0.27241808,0.147988547,1.805729757,0.09052901,0.313062973,0.902911125,0.258058682,0.369655254,1.246370899,7.487769428,17.10257892,3.418957475,16.22206383,3.9490476,20.03280171,0.063982991,0.107570416,0.094651687,0.264233875,0.049298874,0.253146651,0.064506327,0.416556314,0.588797486,2.66317946,6.65390583400001,0.847694485,2.045049108,0.645369409,0.457843642,0.106701681,0.406233876,0.034301776,0.313102664,0.065685874,0.022399939,0.551952366,1.483229447,0.0948423010000001,0.334128593,0.13456323,0.523833672,0.049872655,0.125845384,0.030990339,0.140022523,0.029515493,0.04860321,0.224841821,0.053062869,0.041939283,0.01717139,0.066493241,0.237898487,0.078685989,0.160975289,0.147258547,0.19795374,0.054853615,0.043343325,0.09629793,0.076175816
ID_82,0.077408616,0.043271829,0.820224027,2.210018704,0.015411499,0.02451877,0.094126584,0.477117207,1.790414565,0.256643437,0.561277604,5.02076344,11.97343406,26.42389741,0.01572949,0.04747577,0.509182906,0.207493309,3.894844963,0.14028283,0.433090243,1.280533015,0.392588814,0.417244722,1.290818345,10.46796975,17.03330974,6.467029552,22.07514166,5.759194221,26.85763732,0.073678717,0.150095781,0.115609686,0.262305885,0.046751453,0.295036963,0.08221649,0.649544804,1.253985496,6.243131785,9.546209338,1.108105237,2.377102457,0.588431159,0.484996353,0.146776004,0.637481973,0.047021969,0.425750535,0.022506776,0.027127347,1.171040717,2.159038717,0.058284327,0.581733117,0.713935502,0.555281224,0.318991019,0.192931219,0.068435862,0.114739535,0.036562121,0.110833637,0.328160735,0.056963978,0.036735718,0.012396046,0.066815452,0.343658156,0.096318138,0.211606119,0.174437158,0.361869532,0.079677069,0.112582944,0.129143007,0.0973857
ID_86,0.036830232,0.019462938,0.173081128,1.356042554,0.0057309,0.014265501,0.035955625,0.231284743,0.743814549,0.165482111,0.467658207,4.324675906,6.904016068,19.20047503,0.013176821,0.02002314,0.301611857,0.134657375,1.721812749,0.078458847,0.268975576,0.977486918,0.216333932,0.126100585,1.152791522,4.704533386,15.02021471,2.081179419,15.86745832,2.906517117,18.31457308,0.052151976,0.092266692,0.071311316,0.139229949,0.030847002,0.178289971,0.054852475,0.268675296,0.678277954,1.57610048,6.912937048,0.524399611,1.768293349,0.615233918,0.349754674,0.197438825,0.357761203,0.037734412,0.281968169,0.02771971,0.023278956,0.299293576,0.996569479,0.041506569,0.780906944,0.279663311,0.510677224,0.136938083,0.127548909,0.035852121,0.083517383,0.022936594,0.111633094,0.275868964,0.050005188,0.023556295,0.03523323,0.037318559,0.34675406,0.050642038,0.136396733,0.105926785,0.16660344,0.029112862,0.073261365,0.054802803,0.039268696
ID_87,0.04036231,0.045855433,0.762664541,2.41101133,0.015258206,0.024118723,0.080385565,0.395803497,1.074046613,0.199488272,0.706573222,4.95290438,7.879856198,14.08024175,0.017689325,0.0307037,0.44876698,0.171402505,1.69686604,0.085560373,0.337718729,1.077580044,0.275963242,0.259083621,1.393353203,10.03838413,14.35003592,4.340664706,16.91734064,4.000265737,17.60549113,0.065120061,0.130089395,0.124676565,0.158344286,0.033336044,0.278818752,0.056646587,0.320786878,0.72114393,3.867871791,7.447291087,0.608710711,1.961714911,0.866138281,0.404327191,0.178659503,0.385554012,0.033321544,0.239515842,0.015568539,0.036423898,0.74032046,1.981491186,0.055860818,0.482417996,0.101131096,0.860286177,0.123155106,0.140267381,0.038884935,0.123509955,0.037853181,0.070451954,0.280530278,0.097882314,0.027680126,0.011018504,0.112381469,0.264256894,0.089569276,0.252068431,0.165847857,0.283589212,0.054056537,0.070064849,0.086944068,0.091594764
ID_88,0.075771716,0.033384388,0.776118306,2.240502786,0.014608994,0.019809284,0.060417005,0.348552982,0.946864669,0.179423048,0.650952413,5.252768602,9.48731753,21.88073673,0.014964369,0.043745732,0.313120386,0.14873442,2.21778968,0.09917844,0.342380135,1.088206977,0.206227569,0.265573726,1.093506964,9.50982550700001,15.12413654,3.927585601,17.09280048,4.302676389,19.60141779,0.074317415,0.111772716,0.110107293,0.169029274,0.038837345,0.272682121,0.052942653,0.326752169,0.808841104,11.57102346,6.612606724,0.922237457,2.003684488,0.529770918,0.312496269,0.126683858,0.421907243,0.02301438,0.301449847,0.02508962,0.039719637,0.742242079,1.229662411,0.033929695,0.898811984,0.13607286,0.544028748,0.13851039,0.127822354,0.044981498,0.057804974,0.023542505,0.095383257,0.159683623,0.068824429,0.034426256,0.005978278,0.037832046,0.319015313,0.036957263,0.11552213,0.112788923,0.128041547,0.050863864,0.04841119,0.053219043,0.041805537
ID_89,0.210609058,0.057552695,0.444561179,1.050209732,0.017273422,0.011706105,0.031025903,0.166056417,0.651133463,0.212787886,0.256691078,1.517407861,7.896777506,29.47364379,0.006219588,0.026978469,0.166228629,0.137238754,2.518574444,0.110718387,0.411224371,1.44596646,0.1464306,0.083432714,0.528911035,7.18914039199999,18.9396697,2.771859129,15.16669726,4.543588126,36.51495469,0.080573896,0.096842324,0.159239008,0.180429863,0.030607237,0.217662106,0.055382154,0.225717444,0.335534992,3.099697521,4.355148748,0.890019829,1.487455303,0.514839404,0.287446623,0.155248138,0.528432026,0.036293207,0.265715557,0.01617417,0.029755585,0.399288543,0.843302,0.103679768,0.863878203,0.118553681,0.505356939,0.152362466,0.105817977,0.034668586,0.145697784,0.041388094,0.059446404,0.415009317,0.050562962,0.026438571,0.024468467,0.066238384,0.14787388,0.059141719,0.202346514,0.224076623,0.337041304,0.091835583,0.117192214,0.082395816,0.058602786
ID_90,0.106696639,0.159495447,0.726076741,2.544904561,0.008899523,0.020104112,0.027630123,0.368587967,0.628066145,0.147579666,1.445556599,4.114052745,15.09605641,14.24367297,0.016892248,0.033948603,0.221546215,0.097749751,1.573315989,0.08012097,0.39482539,0.865447962,0.186699122,0.321926162,1.286202895,9.88277384799999,14.43775908,5.406377811,7.724675765,8.10145082699999,18.72046189,0.065037109,0.070083914,0.066647735,0.112287272,0.0205261,0.056028352,0.038034074,1.06535157,0.872773,8.891087481,6.160104206,3.406046798,1.941967625,0.297030259,0.538808275,0.049307244,0.248317605,0.042743474,0.297398407,0.027284969,0.007073073,3.002787814,1.469031131,0.022814785,0.848283404,0.288148241,0.281113338,0.274327432,0.11254281,0.028342009,0.256012072,0.0562583,0.138983388,0.410910848,0.041923818,0.062164652,0.013781548,0.163709896,0.448534272,0.054130703,0.196180434,0.140675679,0.205230442,0.049721218,0.030354036,0.048390019,0.05911355
ID_91,0.109165486,0.044555303,0.579077712,2.511279615,0.010372756,0.017004165,0.019629882,0.465965824,0.666540631,0.142689383,0.757191238,3.667833033,8.367344772,20.48318956,0.011330933,0.026590315,0.24046274,0.111258245,1.52494986,0.068655743,0.423464388,0.940178679,0.173647197,0.447137756,1.114353926,9.321592596,10.33573594,4.915897911,9.524296684,1.975236313,13.56158303,0.036517943,0.066402688,0.061996351,0.093707051,0.018650128,0.056917698,0.0382643,0.444645394,0.53450858,5.336004391,3.239471551,1.461435615,1.837301551,0.278322204,0.50026949,0.054173094,0.277353272,0.032782904,0.190298604,0.035522786,0.004753096,1.667229803,1.045941245,0.01024332,0.442673444,0.349598358,0.199409803,0.29760724,0.049923237,0.030344334,0.070361116,0.017469417,0.073168181,0.117731335,0.021842716,0.044853808,0.003719004,0.043988943,0.310700845,0.033150013,0.074217435,0.067056217,0.056159982,0.036521852,0.02384093,0.031107797,0.014255253
ID_94,0.03469143,0.041745246,0.514715329,2.651988461,0.010465332,0.02300575,0.093597252,0.531560325,0.961354674,0.185694114,1.311766607,6.105402643,16.03482428,25.79564692,0.024344601,0.046709384,0.392796394,0.149901099,2.753085129,0.077773315,0.312793819,0.719947314,0.241762912,0.231593445,1.249196648,7.979398534,19.4457501,10.07690948,14.57675962,4.639109055,23.13864686,0.025461555,0.15137553,0.058323369,0.155448642,0.031217019,0.089455853,0.065283943,0.306558396,0.67117837,4.018959051,11.33991105,1.611581264,2.856974383,0.741377764,0.649451345,0.160187879,0.51609102,0.049810081,0.310411672,0.025391478,0.004550273,1.429176263,3.216438548,0.009768921,0.712588801,0.454803528,0.876230022,0.184260248,0.162950337,0.048332337,0.156430707,0.04961371,0.11482045,0.349144977,0.22611595,0.060408367,0.008948487,0.095797946,0.604868537,0.046112199,0.214984128,0.157818965,0.299998409,0.061674357,0.118294462,0.053278183,0.077831138
ID_95,0.072829596,0.044790331,0.545889071,2.409521817,0.015197208,0.027791857,0.081421896,0.506601625,0.665219697,0.173781938,1.752567184,6.008545432,12.53923728,19.03454658,0.035755422,0.051038254,0.351760301,0.153745531,1.970498305,0.082348667,0.279823048,1.006506337,0.317633353,0.405610479,2.572409811,9.329181834,16.85153735,11.36837053,14.56436288,6.836377221,20.24735539,0.055641824,0.123064778,0.0951039119999999,0.187994745,0.074217296,0.209160946,0.063803564,0.811378684,2.023540075,5.486144482,10.81957621,1.882397063,3.362066049,0.529441579,0.464057521,0.100491597,0.421700103,0.04736502,0.502715228,0.028604034,0.005428941,0.999914464,2.462617187,0.007576795,0.614634525,0.199827547,0.370306764,0.166690169,0.166308669,0.054467579,0.104819104,0.020669081,0.15012145,0.16813771,0.054055075,0.046055576,0.003103634,0.042577867,0.599067413,0.021414647,0.107824381,0.09059097,0.157799704,0.044500094,0.050820687,0.041000953,0.021880294
ID_96,0.059356326,0.029942727,0.473636911,1.755268382,0.004765789,0.009184595,0.022366545,0.242815321,0.337996558,0.085796929,0.594658575,2.350716755,6.75111732700001,20.50688721,0.007068182,0.018574598,0.138481849,0.062971581,0.899962143,0.035791422,0.367109172,0.829696146,0.098192172,0.120599631,0.497789112,4.811420415,9.014115144,0.501466468,7.387479769,1.487807747,12.19045,0.0300563,0.038788496,0.05581192,0.069834374,0.029425826,0.070589046,0.029950347,0.200693876,0.389972667,2.834814264,3.424187174,1.244864565,0.892897693,0.213860633,0.156885242,0.044631204,0.163966178,0.015677967,0.113474007,0.035172264,0.016171977,0.510557408,0.694145399,0.027130364,0.311067221,0.071131684,0.202947923,0.122338085,0.051561439,0.017220526,0.135126822,0.027839891,0.039933195,0.269780342,0.029097329,0.029129898,0.012709461,0.079474462,0.137613676,0.03640708,0.123808174,0.11017199,0.123240505,0.033685151,0.020074728,0.046707727,0.039673972
ID_97,0.373937984,0.072465199,0.762617695,3.14938651,0.012304194,0.023765114,0.038659087,0.514582518,0.992188904,0.141722955,0.889091002,5.5770914,13.78355051,17.93533362,0.019864648,0.047094502,0.326720096,0.129806074,1.825622056,0.067422388,0.271269415,1.02575927,0.150642579,0.213752212,1.773988399,10.09322062,14.84230362,5.339402982,12.77996403,4.158414976,18.55029693,0.062231776,0.092711422,0.072043703,0.149060339,0.025142051,0.072207336,0.038741427,0.346152298,0.63516312,4.334787915,6.8037242,1.353478437,2.683155939,0.377364654,0.543903308,0.083709047,0.347366192,0.04261922,0.28593737,0.028117899,0.009421654,0.823013353,1.924330249,0.009453458,0.68217309,0.292246186,0.245279143,0.219188605,0.134498151,0.040195639,0.116693832,0.018284213,0.124059266,0.182954086,0.037348668,0.049338533,0.005666076,0.049366974,0.35952863,0.025566054,0.066666061,0.087573567,0.091266631,0.623168765,0.037342284,0.027501326,0.030915153
ID_98,0.04279032,0.018752342,0.247087134,1.071964291,0.005571503,0.010768932,0.048526747,0.241428814,0.651412556,0.231800787,0.69927741,3.360734479,9.331378224,20.04227882,0.013876477,0.015925601,0.131764257,0.172004797,1.407433489,0.135692291,0.580289069,1.238638349,0.256859866,0.27795442,1.521197055,10.33207237,10.5455042,5.287840688,14.75787358,4.099723138,21.00410403,0.063816103,0.076465729,0.100600304,0.150658209,0.074244898,0.194284523,0.059745936,0.226269601,0.509542426,4.528965264,8.96208505,3.669380465,2.498965005,0.277328748,0.330009843,0.071456458,0.43923593,0.022772371,0.422523037,0.033983801,0.013169639,0.703515103,1.975351004,0.024829847,1.059514322,0.228124892,0.212237941,0.138729563,0.20514526,0.047129517,0.103371696,0.02355741,0.128879355,0.1620808,0.032385113,0.032975573,0.006428105,0.049417816,0.453911831,0.022960559,0.090775952,0.082028281,0.134904322,0.04815344,0.025163815,0.026878429,0.021669511
ID_99,0.053091962,0.013506518,0.176679427,0.687931049,0.002295363,0.005516743,0.042224896,0.159549273,0.586496532,0.149079799,0.313696696,1.664899525,8.349178398,23.58854252,0.005723952,0.027981334,0.156241362,0.128375159,1.747726606,0.072871769,0.137986307,0.319554635,0.124982931,0.05794509,0.206208399,5.890698433,9.194817561,2.667393809,8.929798582,2.496059955,17.15199196,0.020366868,0.073438668,0.026780909,0.101287903,0.01273324,0.02483725,0.038609273,0.237887563,0.343894263,6.10116531899999,10.6154935,1.882968338,1.347880611,0.299292067,0.414567183,0.07450466,0.358460328,0.028657034,0.182138153,0.063539834,0.014955786,1.030160273,0.768877774,0.02435512,0.335183194,0.172758411,0.36682068,0.30779525,0.084530628,0.043825147,0.113958962,0.023914068,0.067856187,0.33161809,0.043911051,0.033081583,0.0091778,0.048820514,0.246411275,0.044738135,0.126990739,0.085487079,0.169039651,0.031516783,0.048850834,0.044648412,0.029614444
ID_101,0.046215961,0.042338351,0.526995075,2.709380113,0.009386632,0.019197112,0.056750567,0.413123964,0.802338199,0.154090313,0.70167647,3.672543163,9.905879766,17.3296934,0.015003333,0.030223816,0.26177381,0.107705497,1.754004316,0.062136793,0.393055247,0.977480769,0.207247323,0.204929506,1.008532756,4.564783511,13.51570904,2.489545477,11.35406142,2.243172371,15.43221684,0.044317857,0.070805411,0.06195275,0.0939529660000001,0.024082848,0.060299427,0.04111113,0.190606947,0.612066864,2.063963299,4.770070448,0.631162954,1.904685049,0.455843107,0.344711561,0.120476372,0.281035936,0.030485474,0.210266482,0.040598877,0.013921876,0.39222806,0.970399992,0.025426742,0.243770578,0.289929204,0.388090848,0.0856711009999999,0.086925969,0.029350789,0.0953856799999999,0.019146216,0.066263603,0.265657711,0.052948781,0.028549537,0.01073314,0.038385729,0.277104108,0.038567467,0.098619366,0.100123037,0.114549748,0.043413571,0.036174603,0.04539479,0.03387407
ID_102,0.032873169,0.027157931,0.340411982,1.976486178,0.008721925,0.019420004,0.144779925,0.384668801,0.927687261,0.233901805,1.34465977,5.411578201,17.62206733,8.280687015,0.021023799,0.043344485,0.506158711,0.223700004,3.271000963,0.120087782,0.362768642,0.96421892,0.373393473,0.258803109,1.481843639,7.300154551,13.40104928,5.466400749,19.49630163,6.506356735,18.10631302,0.063494575,0.201094027,0.227203969,0.241057369,0.058220553,0.166553009,0.136695303,0.330872116,1.239600418,4.24488552,10.71651242,6.06809852,3.697682687,0.694836478,0.736156107,0.175943183,0.786804856,0.081612837,0.689666472,0.071038249,0.008989614,0.856251218,2.497213256,0.063070012,0.513308728,1.65635038,0.795344259,0.196230349,0.318866042,0.124841852,0.189772702,0.033033755,0.187799237,0.26099589,0.100879014,0.112319811,0.130164552,0.078342139,0.579594521,0.125233285,0.168656886,0.192300141,0.221479434,0.097522194,0.124957437,0.110999065,0.16785885
ID_103,0.061859795,0.046223634,0.531444531,2.644998126,0.009072479,0.024355968,0.074733103,0.42075199,0.693741997,0.152363359,1.067807621,3.549510452,8.877297878,18.50197462,0.022306121,0.043453622,0.235402668,0.110321631,1.681328903,0.070855438,0.235131851,0.799213312,0.228453463,0.253531597,1.423408218,7.724845732,15.08245498,2.756051019,11.2882967,3.423887005,17.47663484,0.030353175,0.077714084,0.056014866,0.166198118,0.02650929,0.135406526,0.033026917,0.22456961,0.667463804,2.929113315,6.415393012,0.884490257,2.212157785,1.127881625,0.390341115,0.151281201,0.329169993,0.056817634,0.289513061,0.083196395,0.016208513,0.45857875,1.592697223,0.012467514,0.261643909,0.414211953,0.67079953,0.108371401,0.111006233,0.035540107,0.158107664,0.042176294,0.113148079,0.357249229,0.105384499,0.05441286,0.016386719,0.149301608,0.450438956,0.0861179290000001,0.324224457,0.17900875,0.237345052,0.039251269,0.064137972,0.074907484,0.05652247
ID_104,0.114422251,0.066380631,0.588798681,3.185907814,0.012690195,0.032547935,0.099974604,0.706293262,1.201059093,0.261196522,0.801319562,4.526925664,21.74983007,11.48882439,0.027784032,0.062478859,0.57381331,0.254238056,3.688595529,0.150842036,0.272586975,0.810022821,0.417086992,0.276148087,2.244475945,8.869385547,16.28814144,6.518603878,24.58566593,4.883460867,27.44982793,0.042626659,0.256278455,0.112716325,0.339171082,0.034982537,0.0969060919999999,0.095873249,0.633330998,1.505220026,6.78011729700001,12.24496648,7.024934252,4.621637066,0.795807335,0.885655094,0.280909573,0.900887645,0.105430098,0.920344957,0.097984346,0.013550607,1.078164764,2.466296775,0.06076256,0.845920669,1.55964816,0.87627259,0.279330666,0.42189597,0.125337777,0.235400207,0.066312914,0.39058334,0.435058021,0.144858211,0.103009568,0.118616362,0.07477232,1.057443146,0.192824243,0.331781899,0.240675361,0.480966533,0.303116695,0.125816897,0.191861437,0.208487273
ID_105,0.061838977,0.027469353,0.250309104,1.243238486,0.009041099,0.012947234,0.084572431,0.265486554,0.730586864,0.162318483,0.727977904,3.576001154,9.737334431,20.17665134,0.018853592,0.029928501,0.239911276,0.171709466,1.898853456,0.061520466,0.459467103,1.071034208,0.243457065,0.361939043,1.430696973,8.927055202,16.84032865,4.933537655,15.86411619,4.748472592,18.18859764,0.064323512,0.090691627,0.107127618,0.168386375,0.03919972,0.129112499,0.059775543,0.26885776,0.428996327,3.808780862,6.03476036,3.706189275,2.149675256,0.603368575,0.422158524,0.143497469,0.505560505,0.042160883,0.370754508,0.063753588,0.00453684,0.568707175,1.527099088,0.028969402,0.341478328,0.459054253,0.47480478,0.116123666,0.101029427,0.045468554,0.0993137830000001,0.021664909,0.163640084,0.189752353,0.066646304,0.038659356,0.00879342,0.02741935,0.592638661,0.038122138,0.122435381,0.094476674,0.170949103,0.042773458,0.07176642,0.045147251,0.03608997
ID_106,0.242952154,0.044293216,0.626529215,2.834158524,0.006842676,0.012634333,0.026255327,0.199203879,0.482525683,0.107190212,0.729119347,2.632084329,7.238173301,19.53185586,0.012320698,0.017764413,0.118201467,0.064834803,1.007703503,0.039575432,0.164932919,0.505268909,0.116446872,0.420807125,0.807834875,7.96190914399999,11.36013152,2.19679734,9.293119927,1.998943107,11.76377517,0.022822362,0.045606171,0.035564296,0.071983312,0.011656411,0.023204779,0.027415703,0.2934855,0.438741022,3.023631761,3.762086027,1.148359227,2.835087788,0.456044925,0.243538206,0.110414546,0.214542748,0.028349319,0.145548241,0.038557477,0.022970496,1.182880443,0.948560268,0.02940426,0.426576606,0.28606697,0.389537618,0.147156589,0.052249247,0.016391441,0.106445931,0.021527926,0.050915421,0.254749447,0.087760953,0.035242441,0.018388613,0.053485673,0.267079276,0.043204688,0.119677919,0.08862034,0.106559898,0.167740524,0.047286515,0.045021802,0.034229953
ID_107,0.047023389,0.015978103,0.292868042,1.445014805,0.006432718,0.012574967,0.046304242,0.366970568,0.595284096,0.173316527,0.539466255,3.944719505,10.12525721,21.66205444,0.014078994,0.028321518,0.257063831,0.131986459,1.724460415,0.083978756,0.534044145,1.460666319,0.221148015,0.215527968,1.085202525,8.940682749,14.51073651,3.946010087,12.99240206,3.73494609,19.2430194,0.090596815,0.092906737,0.145182821,0.17949371,0.06779562,0.180339716,0.036304487,0.270249565,0.644542918,4.241493805,6.09049135,1.087515509,1.900542349,0.389081915,0.381773795,0.091789927,0.405418066,0.03638428,0.296024072,0.057503906,0.019381717,0.738600317,1.22809326,0.029475238,0.391802859,0.410921159,0.323195005,0.166731668,0.133545709,0.047266378,0.104826848,0.017332689,0.077312159,0.17429384,0.049057597,0.028801853,0.023312962,0.052881351,0.36637523,0.036747179,0.102408605,0.078064598,0.122448596,0.026041157,0.074831916,0.030733207,0.031414921
ID_108,0.055324898,0.030257079,0.331822817,1.576577458,0.008623271,0.01332177,0.059235918,0.254668273,0.612669555,0.150888119,0.545163239,3.587809418,12.2782132,24.42362011,0.011032569,0.022222983,0.231702958,0.115350051,1.416538071,0.071691065,0.416738077,1.015645744,0.184511675,0.114891202,0.601782434,6.945374695,14.01720113,1.843363056,15.5607696,2.417906666,18.71821054,0.036302078,0.069362696,0.092367908,0.090808357,0.030765787,0.076253184,0.055542166,0.496972238,0.612272862,3.516007371,5.410602512,2.821891407,1.499286234,0.412541174,0.268658031,0.114052002,0.307895017,0.035473276,0.225126522,0.095400054,0.02299163,0.754367107,1.144897589,0.034119726,0.539562486,0.488409234,0.471613465,0.182603608,0.172382665,0.034222586,0.148583513,0.022642125,0.080066818,0.234260055,0.065768719,0.036617799,0.016577848,0.032614367,0.318095109,0.054007691,0.141099439,0.114119176,0.164177313,0.041640603,0.059492623,0.054629593,0.043028653
ID_109,0.057445115,0.026705387,0.434597564,2.053323586,0.010221059,0.015985356,0.065983187,0.492755382,0.940246435,0.201519442,0.619165427,4.390771344,10.7913623,22.58715959,0.013329241,0.028164669,0.275729533,0.133366514,2.083527271,0.082125267,0.247575326,0.856935947,0.248795362,0.188367472,0.544025954,7.036676703,15.03476089,2.465679605,13.00877601,2.663841359,18.02524446,0.036285701,0.092280251,0.060113598,0.135850929,0.034095319,0.074602309,0.04412801,0.260254604,0.583355142,3.916768825,4.895227632,1.104953135,2.314691015,0.540748876,0.311885933,0.124444751,0.349859698,0.037098041,0.277356906,0.080371076,0.017085309,0.739846688,1.182344889,0.022408117,0.407274053,0.294700089,0.440528118,0.217091445,0.084921193,0.038851472,0.138850703,0.02620063,0.092559246,0.323638586,0.069327761,0.037768418,0.008892913,0.039015051,0.350827386,0.054279607,0.155310204,0.117988334,0.171334577,0.050629128,0.058038896,0.056238911,0.043258635
